game_id,season,week,gameday,weekday,gametime,home_team,away_team,home_score,away_score,home_rest,away_rest,spread_line,total_line,over_odds,under_odds,home_moneyline,away_moneyline,roof,surface,temp,wind,stadium_id,game_date
2025_01_DAL_PHI,2025,1,2025-09-04,Thursday,20:20,PHI,DAL,24,20,7,7,8.5,47.5,-110,-110,-425,330,outdoors,grass,75,11,PHI00,2025-09-04
2025_01_KC_LAC,2025,1,2025-09-05,Friday,20:00,LAC,KC,27,21,7,7,-3,47.5,-110,-110,145,-175,dome,,NA,NA,LAX01,2025-09-05
2025_01_TB_ATL,2025,1,2025-09-07,Sunday,13:00,ATL,TB,20,23,7,7,-1.5,47.5,-115,-105,-105,-115,closed,fieldturf,NA,NA,ATL97,2025-09-07
2025_01_CIN_CLE,2025,1,2025-09-07,Sunday,13:00,CLE,CIN,16,17,7,7,-5.5,47.5,-120,100,195,-238,outdoors,grass,63,10,CLE00,2025-09-07
2025_01_MIA_IND,2025,1,2025-09-07,Sunday,13:00,IND,MIA,33,8,7,7,1.5,47.5,100,-120,-112,-108,closed,fieldturf,NA,NA,IND00,2025-09-07
2025_01_CAR_JAX,2025,1,2025-09-07,Sunday,13:00,JAX,CAR,26,10,7,7,4.5,45.5,-112,-108,-205,170,outdoors,grass,85,3,JAX00,2025-09-07
2025_01_LV_NE,2025,1,2025-09-07,Sunday,13:00,NE,LV,13,20,7,7,2.5,44.5,-105,-115,-155,130,outdoors,fieldturf,62,4,BOS00,2025-09-07
2025_01_ARI_NO,2025,1,2025-09-07,Sunday,13:00,NO,ARI,13,20,7,7,-6,44.5,-108,-112,220,-270,dome,sportturf,NA,NA,NOR00,2025-09-07
2025_01_PIT_NYJ,2025,1,2025-09-07,Sunday,13:00,NYJ,PIT,32,34,7,7,-3,37.5,-112,-108,130,-155,outdoors,fieldturf,67,3,NYC01,2025-09-07
2025_01_NYG_WAS,2025,1,2025-09-07,Sunday,13:00,WAS,NYG,21,6,7,7,6,45.5,-110,-110,-298,240,outdoors,grass,68,5,WAS00,2025-09-07
2025_01_TEN_DEN,2025,1,2025-09-07,Sunday,16:05,DEN,TEN,20,12,7,7,8.5,42.5,-112,-108,-455,350,outdoors,grass,84,6,DEN00,2025-09-07
2025_01_SF_SEA,2025,1,2025-09-07,Sunday,16:05,SEA,SF,13,17,7,7,-2.5,43.5,-108,-112,114,-135,outdoors,fieldturf,67,6,SEA00,2025-09-07
2025_01_DET_GB,2025,1,2025-09-07,Sunday,16:25,GB,DET,27,13,7,7,1.5,48.5,-105,-115,-120,100,outdoors,grass,60,5,GNB00,2025-09-07
2025_01_HOU_LA,2025,1,2025-09-07,Sunday,16:25,LA,HOU,14,9,7,7,3.5,43.5,-105,-115,-166,140,dome,matrixturf,NA,NA,LAX01,2025-09-07
2025_01_BAL_BUF,2025,1,2025-09-07,Sunday,20:20,BUF,BAL,41,40,7,7,-1.5,50.5,-115,-105,110,-130,outdoors,a_turf,58,8,BUF00,2025-09-07
2025_01_MIN_CHI,2025,1,2025-09-08,Monday,20:15,CHI,MIN,24,27,7,7,-1.5,43.5,-108,-112,-108,-112,outdoors,grass,68,6,CHI98,2025-09-08
2025_02_WAS_GB,2025,2,2025-09-11,Thursday,20:15,GB,WAS,27,18,4,4,3.5,48.5,-115,-105,-185,154,outdoors,grass,65,7,GNB00,2025-09-11
2025_02_CLE_BAL,2025,2,2025-09-14,Sunday,13:00,BAL,CLE,41,17,7,7,12.5,46.5,-110,-110,-900,600,outdoors,grass,82,3,BAL00,2025-09-14
2025_02_JAX_CIN,2025,2,2025-09-14,Sunday,13:00,CIN,JAX,31,27,7,7,3.5,49.5,-105,-115,-192,160,outdoors,fieldturf,85,3,CIN00,2025-09-14
2025_02_NYG_DAL,2025,2,2025-09-14,Sunday,13:00,DAL,NYG,40,37,10,7,4.5,44.5,-110,-110,-238,195,closed,matrixturf,NA,NA,DAL00,2025-09-14
2025_02_CHI_DET,2025,2,2025-09-14,Sunday,13:00,DET,CHI,52,21,7,6,6,46.5,-108,-112,-270,220,dome,fieldturf,NA,NA,DET00,2025-09-14
2025_02_NE_MIA,2025,2,2025-09-14,Sunday,13:00,MIA,NE,27,33,7,7,1.5,43.5,-105,-115,-125,105,outdoors,grass,89,4,MIA00,2025-09-14
2025_02_SF_NO,2025,2,2025-09-14,Sunday,13:00,NO,SF,21,26,7,7,-3,40.5,-115,-105,140,-166,dome,sportturf,NA,NA,NOR00,2025-09-14
2025_02_BUF_NYJ,2025,2,2025-09-14,Sunday,13:00,NYJ,BUF,10,30,7,7,-6,47.5,-110,-110,235,-290,outdoors,fieldturf,80,3,NYC01,2025-09-14
2025_02_SEA_PIT,2025,2,2025-09-14,Sunday,13:00,PIT,SEA,17,31,7,7,3.5,40.5,-112,-108,-192,160,outdoors,grass,79,5,PIT00,2025-09-14
2025_02_LA_TEN,2025,2,2025-09-14,Sunday,13:00,TEN,LA,19,33,7,7,-5.5,41.5,-108,-112,205,-250,outdoors,grass,83,3,NAS00,2025-09-14
2025_02_CAR_ARI,2025,2,2025-09-14,Sunday,16:05,ARI,CAR,27,22,7,7,7,45.5,-110,-110,-310,250,closed,grass,NA,NA,PHO00,2025-09-14
2025_02_DEN_IND,2025,2,2025-09-14,Sunday,16:05,IND,DEN,29,28,7,7,-2.5,43.5,-108,-112,110,-130,closed,fieldturf,NA,NA,IND00,2025-09-14
2025_02_PHI_KC,2025,2,2025-09-14,Sunday,16:25,KC,PHI,17,20,9,10,-1.5,46.5,-118,-102,102,-122,outdoors,grass,88,12,KAN00,2025-09-14
2025_02_ATL_MIN,2025,2,2025-09-14,Sunday,20:20,MIN,ATL,6,22,6,7,3.5,44.5,-110,-110,-180,150,dome,sportturf,NA,NA,MIN01,2025-09-14
2025_02_TB_HOU,2025,2,2025-09-15,Monday,19:00,HOU,TB,19,20,8,8,2.5,42.5,-110,-110,-135,114,closed,astroturf,NA,NA,HOU00,2025-09-15
2025_02_LAC_LV,2025,2,2025-09-15,Monday,22:00,LV,LAC,9,20,8,10,-3.5,46.5,-118,-102,164,-198,dome,grass,NA,NA,VEG00,2025-09-15
2025_03_MIA_BUF,2025,3,2025-09-18,Thursday,20:15,BUF,MIA,31,21,4,4,12.5,50.5,-108,-112,-800,550,outdoors,a_turf,68,7,BUF00,2025-09-18
2025_03_ATL_CAR,2025,3,2025-09-21,Sunday,13:00,CAR,ATL,30,0,7,7,-5.5,44.5,-105,-115,185,-225,outdoors,grass,83,5,CAR00,2025-09-21
2025_03_GB_CLE,2025,3,2025-09-21,Sunday,13:00,CLE,GB,13,10,7,10,-8.5,41.5,-105,-115,360,-470,outdoors,grass,79,10,CLE00,2025-09-21
2025_03_HOU_JAX,2025,3,2025-09-21,Sunday,13:00,JAX,HOU,17,10,7,6,1.5,43.5,-105,-115,-125,105,outdoors,grass,85,11,JAX00,2025-09-21
2025_03_CIN_MIN,2025,3,2025-09-21,Sunday,13:00,MIN,CIN,48,10,7,7,3,41.5,-115,-105,-162,136,dome,sportturf,NA,NA,MIN01,2025-09-21
2025_03_PIT_NE,2025,3,2025-09-21,Sunday,13:00,NE,PIT,14,21,7,7,-1.5,44.5,-108,-112,100,-120,outdoors,fieldturf,66,5,BOS00,2025-09-21
2025_03_LA_PHI,2025,3,2025-09-21,Sunday,13:00,PHI,LA,33,26,7,7,3.5,45.5,-112,-108,-198,164,outdoors,grass,73,9,PHI00,2025-09-21
2025_03_NYJ_TB,2025,3,2025-09-21,Sunday,13:00,TB,NYJ,29,27,6,7,6.5,43.5,-105,-115,-345,275,outdoors,grass,88,5,TAM00,2025-09-21
2025_03_IND_TEN,2025,3,2025-09-21,Sunday,13:00,TEN,IND,20,41,7,7,-6,43.5,-105,-115,200,-245,outdoors,grass,84,8,NAS00,2025-09-21
2025_03_LV_WAS,2025,3,2025-09-21,Sunday,13:00,WAS,LV,41,24,10,6,2.5,43.5,-110,-110,-155,130,outdoors,grass,72,6,WAS00,2025-09-21
2025_03_DEN_LAC,2025,3,2025-09-21,Sunday,16:05,LAC,DEN,23,20,6,7,2.5,45.5,-110,-110,-155,130,dome,matrixturf,NA,NA,LAX01,2025-09-21
2025_03_NO_SEA,2025,3,2025-09-21,Sunday,16:05,SEA,NO,44,13,7,7,7.5,41.5,-112,-108,-375,295,outdoors,fieldturf,63,3,SEA00,2025-09-21
2025_03_DAL_CHI,2025,3,2025-09-21,Sunday,16:25,CHI,DAL,31,14,7,7,-1.5,49.5,-120,100,105,-125,outdoors,grass,82,4,CHI98,2025-09-21
2025_03_ARI_SF,2025,3,2025-09-21,Sunday,16:25,SF,ARI,16,15,7,7,1.5,44.5,-108,-112,-125,105,outdoors,grass,72,7,SFO01,2025-09-21
2025_03_KC_NYG,2025,3,2025-09-21,Sunday,20:20,NYG,KC,9,22,7,7,-6,44.5,-115,-105,260,-325,outdoors,fieldturf,65,5,NYC01,2025-09-21
2025_03_DET_BAL,2025,3,2025-09-22,Monday,20:15,BAL,DET,30,38,8,8,4.5,53.5,-115,-105,-245,200,outdoors,grass,74,7,BAL00,2025-09-22
2025_04_SEA_ARI,2025,4,2025-09-25,Thursday,20:15,ARI,SEA,20,23,4,4,-1.5,43.5,-112,-108,105,-125,closed,grass,NA,NA,PHO00,2025-09-25
2025_04_MIN_PIT,2025,4,2025-09-28,Sunday,09:30,PIT,MIN,24,21,7,7,-2.5,41.5,-105,-115,124,-148,outdoors,grass,61,5,PIT00,2025-09-28
2025_04_WAS_ATL,2025,4,2025-09-28,Sunday,13:00,ATL,WAS,34,27,7,7,2.5,43.5,-108,-112,-142,120,closed,fieldturf,NA,NA,ATL97,2025-09-28
2025_04_NO_BUF,2025,4,2025-09-28,Sunday,13:00,BUF,NO,31,19,10,7,15.5,48.5,-105,-115,-1350,800,outdoors,a_turf,73,7,BUF00,2025-09-28
2025_04_CLE_DET,2025,4,2025-09-28,Sunday,13:00,DET,CLE,34,10,6,7,10,44.5,-105,-115,-550,410,dome,fieldturf,NA,NA,DET00,2025-09-28
2025_04_TEN_HOU,2025,4,2025-09-28,Sunday,13:00,HOU,TEN,26,0,7,7,7.5,39.5,-115,-105,-440,340,closed,astroturf,NA,NA,HOU00,2025-09-28
2025_04_CAR_NE,2025,4,2025-09-28,Sunday,13:00,NE,CAR,42,13,7,7,5.5,42.5,-112,-108,-265,215,outdoors,fieldturf,76,7,BOS00,2025-09-28
2025_04_LAC_NYG,2025,4,2025-09-28,Sunday,13:00,NYG,LAC,21,18,7,7,-6,43.5,-105,-115,230,-285,outdoors,fieldturf,81,4,NYC01,2025-09-28
2025_04_PHI_TB,2025,4,2025-09-28,Sunday,13:00,TB,PHI,25,31,7,7,-3.5,44.5,-102,-118,154,-185,outdoors,grass,88,6,TAM00,2025-09-28
2025_04_IND_LA,2025,4,2025-09-28,Sunday,16:05,LA,IND,27,20,7,7,3.5,49.5,-115,-105,-185,154,dome,matrixturf,NA,NA,LAX01,2025-09-28
2025_04_JAX_SF,2025,4,2025-09-28,Sunday,16:05,SF,JAX,21,26,7,7,3.5,45.5,-112,-108,-180,150,outdoors,grass,72,7,SFO01,2025-09-28
2025_04_BAL_KC,2025,4,2025-09-28,Sunday,16:25,KC,BAL,37,20,7,6,-2.5,48.5,-120,100,124,-148,outdoors,grass,89,10,KAN00,2025-09-28
2025_04_CHI_LV,2025,4,2025-09-28,Sunday,16:25,LV,CHI,24,25,7,7,1.5,47.5,-115,-105,-125,105,dome,grass,NA,NA,VEG00,2025-09-28
2025_04_GB_DAL,2025,4,2025-09-28,Sunday,20:20,DAL,GB,40,40,7,7,-7,47.5,-105,-115,275,-345,closed,matrixturf,NA,NA,DAL00,2025-09-28
2025_04_NYJ_MIA,2025,4,2025-09-29,Monday,19:15,MIA,NYJ,27,21,11,8,2.5,44.5,100,-120,-148,124,outdoors,grass,88,17,MIA00,2025-09-29
2025_04_CIN_DEN,2025,4,2025-09-29,Monday,20:15,DEN,CIN,28,3,8,8,7.5,44.5,-105,-115,-470,360,outdoors,grass,66,12,DEN00,2025-09-29
2025_05_SF_LA,2025,5,2025-10-02,Thursday,20:15,LA,SF,23,26,4,4,8.5,43.5,-112,-108,-440,340,dome,matrixturf,NA,NA,LAX01,2025-10-02
2025_05_MIN_CLE,2025,5,2025-10-05,Sunday,09:30,CLE,MIN,17,21,7,7,-3.5,35.5,-108,-112,164,-198,outdoors,grass,61,14,CLE00,2025-10-05
2025_05_HOU_BAL,2025,5,2025-10-05,Sunday,13:00,BAL,HOU,10,44,7,7,-2.5,41.5,-105,-115,124,-148,outdoors,grass,78,2,BAL00,2025-10-05
2025_05_MIA_CAR,2025,5,2025-10-05,Sunday,13:00,CAR,MIA,27,24,7,6,-1.5,44.5,-115,-105,100,-120,outdoors,grass,77,8,CAR00,2025-10-05
2025_05_LV_IND,2025,5,2025-10-05,Sunday,13:00,IND,LV,40,6,7,7,7,46.5,-112,-108,-360,285,closed,fieldturf,NA,NA,IND00,2025-10-05
2025_05_NYG_NO,2025,5,2025-10-05,Sunday,13:00,NO,NYG,26,14,7,7,1.5,41.5,-115,-105,-120,100,dome,sportturf,NA,NA,NOR00,2025-10-05
2025_05_DAL_NYJ,2025,5,2025-10-05,Sunday,13:00,NYJ,DAL,22,37,6,7,1.5,48.5,-110,-110,-115,-105,outdoors,fieldturf,82,3,NYC01,2025-10-05
2025_05_DEN_PHI,2025,5,2025-10-05,Sunday,13:00,PHI,DEN,17,21,7,6,3.5,44.5,-105,-115,-218,180,outdoors,grass,80,6,PHI00,2025-10-05
2025_05_TEN_ARI,2025,5,2025-10-05,Sunday,16:05,ARI,TEN,21,22,10,7,7.5,41.5,-110,-110,-425,330,closed,grass,NA,NA,PHO00,2025-10-05
2025_05_TB_SEA,2025,5,2025-10-05,Sunday,16:05,SEA,TB,35,38,10,7,3.5,44.5,-110,-110,-180,150,outdoors,fieldturf,61,8,SEA00,2025-10-05
2025_05_DET_CIN,2025,5,2025-10-05,Sunday,16:25,CIN,DET,24,37,6,7,-10.5,49.5,-108,-112,425,-575,outdoors,fieldturf,84,7,CIN00,2025-10-05
2025_05_WAS_LAC,2025,5,2025-10-05,Sunday,16:25,LAC,WAS,10,27,7,7,2.5,47.5,-105,-115,-155,130,dome,matrixturf,NA,NA,LAX01,2025-10-05
2025_05_NE_BUF,2025,5,2025-10-05,Sunday,20:20,BUF,NE,20,23,7,7,7.5,49.5,-112,-108,-395,310,outdoors,a_turf,66,3,BUF00,2025-10-05
2025_05_KC_JAX,2025,5,2025-10-06,Monday,20:15,JAX,KC,31,28,8,8,-3.5,45.5,-112,-108,164,-198,outdoors,grass,80,12,JAX00,2025-10-06
2025_06_PHI_NYG,2025,6,2025-10-09,Thursday,20:15,NYG,PHI,34,17,4,4,-7,40.5,-115,-105,310,-395,outdoors,fieldturf,53,3,NYC01,2025-10-09
2025_06_DEN_NYJ,2025,6,2025-10-12,Sunday,09:30,NYJ,DEN,11,13,7,7,-7.5,43.5,-108,-112,310,-395,outdoors,grass,59,6,NYC01,2025-10-12
2025_06_LA_BAL,2025,6,2025-10-12,Sunday,13:00,BAL,LA,3,17,7,10,-7,43.5,-112,-108,280,-355,outdoors,grass,64,15,BAL00,2025-10-12
2025_06_DAL_CAR,2025,6,2025-10-12,Sunday,13:00,CAR,DAL,30,27,7,7,-3,47.5,-115,-105,145,-175,outdoors,grass,68,15,CAR00,2025-10-12
2025_06_ARI_IND,2025,6,2025-10-12,Sunday,13:00,IND,ARI,31,27,7,7,8.5,46.5,102,-122,-470,360,closed,fieldturf,NA,NA,IND00,2025-10-12
2025_06_SEA_JAX,2025,6,2025-10-12,Sunday,13:00,JAX,SEA,12,20,6,7,-1.5,47.5,-105,-115,-105,-115,outdoors,grass,76,8,JAX00,2025-10-12
2025_06_LAC_MIA,2025,6,2025-10-12,Sunday,13:00,MIA,LAC,27,29,7,7,-3.5,45.5,-105,-115,170,-205,outdoors,grass,85,4,MIA00,2025-10-12
2025_06_NE_NO,2025,6,2025-10-12,Sunday,13:00,NO,NE,19,25,7,7,-3.5,46.5,-105,-115,160,-192,dome,sportturf,NA,NA,NOR00,2025-10-12
2025_06_CLE_PIT,2025,6,2025-10-12,Sunday,13:00,PIT,CLE,23,9,14,7,5.5,37.5,-120,100,-278,225,outdoors,grass,64,8,PIT00,2025-10-12
2025_06_TEN_LV,2025,6,2025-10-12,Sunday,16:05,LV,TEN,20,10,7,7,3.5,41.5,-115,-105,-185,154,dome,grass,NA,NA,VEG00,2025-10-12
2025_06_CIN_GB,2025,6,2025-10-12,Sunday,16:25,GB,CIN,27,18,14,7,14,44.5,-110,-110,-1000,650,outdoors,grass,64,14,GNB00,2025-10-12
2025_06_SF_TB,2025,6,2025-10-12,Sunday,16:25,TB,SF,30,19,7,10,3.5,46.5,-115,-105,-192,160,outdoors,grass,82,10,TAM00,2025-10-12
2025_06_DET_KC,2025,6,2025-10-12,Sunday,20:20,KC,DET,30,17,6,7,2.5,51.5,-115,-105,-142,120,outdoors,grass,85,13,KAN00,2025-10-12
2025_06_BUF_ATL,2025,6,2025-10-13,Monday,19:15,ATL,BUF,24,14,15,8,-3.5,49.5,-118,-102,170,-205,closed,fieldturf,NA,NA,ATL97,2025-10-13
2025_06_CHI_WAS,2025,6,2025-10-13,Monday,20:15,WAS,CHI,24,25,8,15,5.5,49.5,-115,-105,-258,210,outdoors,grass,59,12,WAS00,2025-10-13
2025_07_PIT_CIN,2025,7,2025-10-16,Thursday,20:15,CIN,PIT,NA,NA,4,4,-5.5,44.5,-105,-115,220,-270,outdoors,fieldturf,NA,NA,CIN00,2025-10-16
2025_07_LA_JAX,2025,7,2025-10-19,Sunday,09:30,JAX,LA,NA,NA,7,7,-3,44.5,-115,-105,140,-166,outdoors,grass,NA,NA,JAX00,2025-10-19
2025_07_NO_CHI,2025,7,2025-10-19,Sunday,13:00,CHI,NO,NA,NA,6,7,4.5,47.5,-108,-112,-230,190,outdoors,grass,NA,NA,CHI98,2025-10-19
2025_07_MIA_CLE,2025,7,2025-10-19,Sunday,13:00,CLE,MIA,NA,NA,7,7,2.5,40.5,-102,-118,-135,114,outdoors,grass,NA,NA,CLE00,2025-10-19
2025_07_LV_KC,2025,7,2025-10-19,Sunday,13:00,KC,LV,NA,NA,7,7,11.5,45.5,-110,-110,-850,575,outdoors,grass,NA,NA,KAN00,2025-10-19
2025_07_PHI_MIN,2025,7,2025-10-19,Sunday,13:00,MIN,PHI,NA,NA,14,10,-1.5,43.5,-110,-110,105,-125,dome,sportturf,NA,NA,MIN01,2025-10-19
2025_07_CAR_NYJ,2025,7,2025-10-19,Sunday,13:00,NYJ,CAR,NA,NA,7,7,-1.5,42.5,-112,-108,105,-125,outdoors,fieldturf,NA,NA,NYC01,2025-10-19
2025_07_NE_TEN,2025,7,2025-10-19,Sunday,13:00,TEN,NE,NA,NA,7,7,-7,42.5,-102,-118,280,-355,outdoors,grass,NA,NA,NAS00,2025-10-19
2025_07_NYG_DEN,2025,7,2025-10-19,Sunday,16:05,DEN,NYG,NA,NA,7,10,7,39.5,-115,-105,-360,285,outdoors,grass,NA,NA,DEN00,2025-10-19
2025_07_IND_LAC,2025,7,2025-10-19,Sunday,16:05,LAC,IND,NA,NA,7,7,1.5,48.5,-110,-110,-130,110,dome,matrixturf,NA,NA,LAX01,2025-10-19
2025_07_GB_ARI,2025,7,2025-10-19,Sunday,16:25,ARI,GB,NA,NA,7,7,-6.5,44.5,-108,-112,275,-345,closed,grass,NA,NA,PHO00,2025-10-19
2025_07_WAS_DAL,2025,7,2025-10-19,Sunday,16:25,DAL,WAS,NA,NA,7,6,-2.5,54.5,-115,-105,114,-135,closed,matrixturf,NA,NA,DAL00,2025-10-19
2025_07_ATL_SF,2025,7,2025-10-19,Sunday,20:20,SF,ATL,NA,NA,7,6,2.5,47.5,100,-120,-135,114,outdoors,grass,NA,NA,SFO01,2025-10-19
2025_07_TB_DET,2025,7,2025-10-20,Monday,19:00,DET,TB,NA,NA,8,8,5.5,52.5,-112,-108,-250,205,dome,fieldturf,NA,NA,DET00,2025-10-20
2025_07_HOU_SEA,2025,7,2025-10-20,Monday,22:00,SEA,HOU,NA,NA,8,15,3,41.5,-105,-115,-166,140,outdoors,fieldturf,NA,NA,SEA00,2025-10-20
2025_08_MIN_LAC,2025,8,2025-10-23,Thursday,20:15,LAC,MIN,NA,NA,4,4,3,42.5,-110,-110,-166,140,dome,matrixturf,NA,NA,LAX01,2025-10-23
2025_08_MIA_ATL,2025,8,2025-10-26,Sunday,13:00,ATL,MIA,NA,NA,7,7,6,46.5,-105,-115,-265,215,closed,fieldturf,NA,NA,ATL97,2025-10-26
2025_08_CHI_BAL,2025,8,2025-10-26,Sunday,13:00,BAL,CHI,NA,NA,14,7,6.5,49.5,-108,-112,-305,245,outdoors,grass,NA,NA,BAL00,2025-10-26
2025_08_BUF_CAR,2025,8,2025-10-26,Sunday,13:00,CAR,BUF,NA,NA,7,13,-7,48.5,-110,-110,295,-375,outdoors,grass,NA,NA,CAR00,2025-10-26
2025_08_NYJ_CIN,2025,8,2025-10-26,Sunday,13:00,CIN,NYJ,NA,NA,10,7,2.5,42.5,-115,-105,-135,114,outdoors,fieldturf,NA,NA,CIN00,2025-10-26
2025_08_SF_HOU,2025,8,2025-10-26,Sunday,13:00,HOU,SF,NA,NA,6,7,2.5,43.5,-115,-105,-135,114,closed,astroturf,NA,NA,HOU00,2025-10-26
2025_08_CLE_NE,2025,8,2025-10-26,Sunday,13:00,NE,CLE,NA,NA,7,7,7,40.5,-105,-115,-360,285,outdoors,fieldturf,NA,NA,BOS00,2025-10-26
2025_08_NYG_PHI,2025,8,2025-10-26,Sunday,13:00,PHI,NYG,NA,NA,7,7,7.5,42.5,-110,-110,-380,300,outdoors,grass,NA,NA,PHI00,2025-10-26
2025_08_TB_NO,2025,8,2025-10-26,Sunday,16:05,NO,TB,NA,NA,7,6,-6,47.5,-115,-105,210,-258,dome,sportturf,NA,NA,NOR00,2025-10-26
2025_08_DAL_DEN,2025,8,2025-10-26,Sunday,16:25,DEN,DAL,NA,NA,7,7,5.5,47.5,-110,-110,-245,200,outdoors,grass,NA,NA,DEN00,2025-10-26
2025_08_TEN_IND,2025,8,2025-10-26,Sunday,16:25,IND,TEN,NA,NA,7,7,11.5,45.5,-110,-110,-800,550,closed,fieldturf,NA,NA,IND00,2025-10-26
2025_08_GB_PIT,2025,8,2025-10-26,Sunday,20:20,PIT,GB,NA,NA,10,7,-3,43.5,-110,-110,136,-162,outdoors,grass,NA,NA,PIT00,2025-10-26
2025_08_WAS_KC,2025,8,2025-10-27,Monday,20:15,KC,WAS,NA,NA,8,8,4.5,50.5,-110,-110,-245,200,outdoors,grass,NA,NA,KAN00,2025-10-27
2025_09_BAL_MIA,2025,9,2025-10-30,Thursday,20:15,MIA,BAL,NA,NA,4,4,NA,NA,NA,NA,NA,NA,outdoors,grass,NA,NA,MIA00,2025-10-30
2025_09_CHI_CIN,2025,9,2025-11-02,Sunday,13:00,CIN,CHI,NA,NA,7,7,NA,NA,NA,NA,NA,NA,outdoors,fieldturf,NA,NA,CIN00,2025-11-02
2025_09_MIN_DET,2025,9,2025-11-02,Sunday,13:00,DET,MIN,NA,NA,13,10,NA,NA,NA,NA,NA,NA,dome,fieldturf,NA,NA,DET00,2025-11-02
2025_09_CAR_GB,2025,9,2025-11-02,Sunday,13:00,GB,CAR,NA,NA,7,7,NA,NA,NA,NA,NA,NA,outdoors,grass,NA,NA,GNB00,2025-11-02
2025_09_DEN_HOU,2025,9,2025-11-02,Sunday,13:00,HOU,DEN,NA,NA,7,7,NA,NA,NA,NA,NA,NA,closed,astroturf,NA,NA,HOU00,2025-11-02
2025_09_ATL_NE,2025,9,2025-11-02,Sunday,13:00,NE,ATL,NA,NA,7,7,NA,NA,NA,NA,NA,NA,outdoors,fieldturf,NA,NA,BOS00,2025-11-02
2025_09_SF_NYG,2025,9,2025-11-02,Sunday,13:00,NYG,SF,NA,NA,7,7,NA,NA,NA,NA,NA,NA,outdoors,fieldturf,NA,NA,NYC01,2025-11-02
2025_09_IND_PIT,2025,9,2025-11-02,Sunday,13:00,PIT,IND,NA,NA,7,7,NA,NA,NA,NA,NA,NA,outdoors,grass,NA,NA,PIT00,2025-11-02
2025_09_LAC_TEN,2025,9,2025-11-02,Sunday,13:00,TEN,LAC,NA,NA,7,10,NA,NA,NA,NA,NA,NA,outdoors,grass,NA,NA,NAS00,2025-11-02
